Num,sheet_id,page,slot,slot_name,image_path,char,yomi,style,note,set,,,
684,夏潭蔭修竹_3,137,3,right_bottom,data/images/KAI_p137_03.png,蔭,,楷書,,夏潭蔭修竹,X,682,O
685,夏潭蔭修竹_4,137,4,left_top,data/images/KAI_p137_04.png,修,,楷書,,夏潭蔭修竹,X,682,O
686,夏潭蔭修竹_5,137,5,left_middle,data/images/KAI_p137_05.png,竹,,楷書,,夏潭蔭修竹,X,682,O
687,茶煙永日香_1,138,1,right_top,data/images/KAI_p138_01.png,茶,,楷書,,茶煙永日香,O,577,X
688,茶煙永日香_2,138,2,right_middle,data/images/KAI_p138_02.png,煙,,楷書,,茶煙永日香,O,577,X
689,茶煙永日香_3,138,3,right_bottom,data/images/KAI_p138_03.png,永,,楷書,,茶煙永日香,O,577,X
690,茶煙永日香_4,138,4,left_top,data/images/KAI_p138_04.png,日,,楷書,,茶煙永日香,O,577,X
691,茶煙永日香_5,138,5,left_middle,data/images/KAI_p138_05.png,香,,楷書,,茶煙永日香,O,577,X
692,宿雨松篁色_1,139,1,right_top,data/images/KAI_p139_01.png,宿,,楷書,,宿雨松篁色,O,557,X
693,宿雨松篁色_2,139,2,right_middle,data/images/KAI_p139_02.png,雨,,楷書,,宿雨松篁色,O,557,X
694,宿雨松篁色_3,139,3,right_bottom,data/images/KAI_p139_03.png,松,,楷書,,宿雨松篁色,O,557,X
695,宿雨松篁色_4,139,4,left_top,data/images/KAI_p139_04.png,篁,,楷書,,宿雨松篁色,O,557,X
696,宿雨松篁色_5,139,5,left_middle,data/images/KAI_p139_05.png,色,,楷書,,宿雨松篁色,O,557,X
697,飲酒全其神_1,140,1,right_top,data/images/KAI_p140_01.png,飲,,楷書,,飲酒全其神,X,697,O
698,飲酒全其神_2,140,2,right_middle,data/images/KAI_p140_02.png,酒,,楷書,,飲酒全其神,X,697,O
699,飲酒全其神_3,140,3,right_bottom,data/images/KAI_p140_03.png,全,,楷書,,飲酒全其神,X,697,O
700,飲酒全其神_4,140,4,left_top,data/images/KAI_p140_04.png,其,,楷書,,飲酒全其神,X,697,O
701,飲酒全其神_5,140,5,left_middle,data/images/KAI_p140_05.png,神,,楷書,,飲酒全其神,X,697,O
702,間居幽事多_1,141,1,right_top,data/images/KAI_p141_01.png,間,,楷書,,間居幽事多,X,702,O
703,間居幽事多_2,141,2,right_middle,data/images/KAI_p141_02.png,居,,楷書,,間居幽事多,X,702,O
704,間居幽事多_3,141,3,right_bottom,data/images/KAI_p141_03.png,幽,,楷書,,間居幽事多,X,702,O
705,間居幽事多_4,141,4,left_top,data/images/KAI_p141_04.png,事,,楷書,,間居幽事多,X,702,O
706,間居幽事多_5,141,5,left_middle,data/images/KAI_p141_05.png,多,,楷書,,間居幽事多,X,702,O
707,宿雨松篁色_1,142,1,right_top,data/images/KAI_p142_01.png,宿,,楷書,,宿雨松篁色,O,557,X
708,宿雨松篁色_2,142,2,right_middle,data/images/KAI_p142_02.png,雨,,楷書,,宿雨松篁色,O,557,X
709,宿雨松篁色_3,142,3,right_bottom,data/images/KAI_p142_03.png,松,,楷書,,宿雨松篁色,O,557,X
710,宿雨松篁色_4,142,4,left_top,data/images/KAI_p142_04.png,篁,,楷書,,宿雨松篁色,O,557,X
711,宿雨松篁色_5,142,5,left_middle,data/images/KAI_p142_05.png,色,,楷書,,宿雨松篁色,O,557,X
712,初雨芳草新_1,143,1,right_top,data/images/KAI_p143_01.png,初,,楷書,,初雨芳草新,X,712,O
713,初雨芳草新_2,143,2,right_middle,data/images/KAI_p143_02.png,雨,,楷書,,初雨芳草新,X,712,O
714,初雨芳草新_3,143,3,right_bottom,data/images/KAI_p143_03.png,芳,,楷書,,初雨芳草新,X,712,O
715,初雨芳草新_4,143,4,left_top,data/images/KAI_p143_04.png,草,,楷書,,初雨芳草新,X,712,O
716,初雨芳草新_5,143,5,left_middle,data/images/KAI_p143_05.png,新,,楷書,,初雨芳草新,X,712,O
717,雨収花竹涼_1,144,1,right_top,data/images/KAI_p144_01.png,雨,,楷書,,雨収花竹涼,X,717,O
718,雨収花竹涼_2,144,2,right_middle,data/images/KAI_p144_02.png,収,,楷書,,雨収花竹涼,X,717,O
719,雨収花竹涼_3,144,3,right_bottom,data/images/KAI_p144_03.png,花,,楷書,,雨収花竹涼,X,717,O
720,雨収花竹涼_4,144,4,left_top,data/images/KAI_p144_04.png,竹,,楷書,,雨収花竹涼,X,717,O
721,雨収花竹涼_5,144,5,left_middle,data/images/KAI_p144_05.png,涼,,楷書,,雨収花竹涼,X,717,O
722,秋色雁聲邊_1,145,1,right_top,data/images/KAI_p145_01.png,秋,,楷書,,秋色雁聲邊,X,722,O
723,秋色雁聲邊_2,145,2,right_middle,data/images/KAI_p145_02.png,色,,楷書,,秋色雁聲邊,X,722,O
724,秋色雁聲邊_3,145,3,right_bottom,data/images/KAI_p145_03.png,雁,,楷書,,秋色雁聲邊,X,722,O
725,秋色雁聲邊_4,145,4,left_top,data/images/KAI_p145_04.png,聲,,楷書,,秋色雁聲邊,X,722,O
726,秋色雁聲邊_5,145,5,left_middle,data/images/KAI_p145_05.png,邊,,楷書,辺,秋色雁聲邊,X,722,O
727,怡然有餘樂_1,146,1,right_top,data/images/KAI_p146_01.png,怡,,楷書,,怡然有餘樂,X,727,O
728,怡然有餘樂_2,146,2,right_middle,data/images/KAI_p146_02.png,然,,楷書,,怡然有餘樂,X,727,O
729,怡然有餘樂_3,146,3,right_bottom,data/images/KAI_p146_03.png,有,,楷書,,怡然有餘樂,X,727,O
730,怡然有餘樂_4,146,4,left_top,data/images/KAI_p146_04.png,餘,,楷書,,怡然有餘樂,X,727,O
731,怡然有餘樂_5,146,5,left_middle,data/images/KAI_p146_05.png,樂,,楷書,,怡然有餘樂,X,727,O
732,琴書且自娯_1,147,1,right_top,data/images/KAI_p147_01.png,琴,,楷書,,琴書且自娯,O,732,O
733,琴書且自娯_2,147,2,right_middle,data/images/KAI_p147_02.png,書,,楷書,,琴書且自娯,O,732,O
734,琴書且自娯_3,147,3,right_bottom,data/images/KAI_p147_03.png,且,,楷書,,琴書且自娯,O,732,O
735,琴書且自娯_4,147,4,left_top,data/images/KAI_p147_04.png,自,,楷書,,琴書且自娯,O,732,O
736,琴書且自娯_5,147,5,left_middle,data/images/KAI_p147_05.png,娯,,楷書,,琴書且自娯,O,732,O
737,忘機無物我_1,148,1,right_top,data/images/KAI_p148_01.png,忘,,楷書,,忘機無物我,O,737,O
738,忘機無物我_2,148,2,right_middle,data/images/KAI_p148_02.png,機,,楷書,,忘機無物我,O,737,O
739,忘機無物我_3,148,3,right_bottom,data/images/KAI_p148_03.png,無,,楷書,,忘機無物我,O,737,O
740,忘機無物我_4,148,4,left_top,data/images/KAI_p148_04.png,物,,楷書,,忘機無物我,O,737,O
741,忘機無物我_5,148,5,left_middle,data/images/KAI_p148_05.png,我,,楷書,,忘機無物我,O,737,O
742,竹外茶烟静_1,149,1,right_top,data/images/KAI_p149_01.png,竹,,楷書,,竹外茶烟静,O,497,X
743,竹外茶烟静_2,149,2,right_middle,data/images/KAI_p149_02.png,外,,楷書,,竹外茶烟静,O,497,X
744,竹外茶烟静_3,149,3,right_bottom,data/images/KAI_p149_03.png,茶,,楷書,,竹外茶烟静,O,497,X
745,竹外茶烟静_4,149,4,left_top,data/images/KAI_p149_04.png,烟,,楷書,煙,竹外茶烟静,O,497,X
746,竹外茶烟静_5,149,5,left_middle,data/images/KAI_p149_05.png,静,,楷書,,竹外茶烟静,O,497,X
747,琴書且自娯_1,150,1,right_top,data/images/KAI_p150_01.png,琴,,楷書,,琴書且自娯,O,732,X
748,琴書且自娯_2,150,2,right_middle,data/images/KAI_p150_02.png,書,,楷書,,琴書且自娯,O,732,X
749,琴書且自娯_3,150,3,right_bottom,data/images/KAI_p150_03.png,且,,楷書,,琴書且自娯,O,732,X
750,琴書且自娯_4,150,4,left_top,data/images/KAI_p150_04.png,自,,楷書,,琴書且自娯,O,732,X
751,琴書且自娯_5,150,5,left_middle,data/images/KAI_p150_05.png,娯,,楷書,,琴書且自娯,O,732,X
752,水退池上熱_1,151,1,right_top,data/images/KAI_p151_01.png,水,,楷書,,水退池上熱,X,752,O
753,水退池上熱_2,151,2,right_middle,data/images/KAI_p151_02.png,退,,楷書,,水退池上熱,X,752,O
754,水退池上熱_3,151,3,right_bottom,data/images/KAI_p151_03.png,池,,楷書,,水退池上熱,X,752,O
755,水退池上熱_4,151,4,left_top,data/images/KAI_p151_04.png,上,,楷書,,水退池上熱,X,752,O
756,水退池上熱_5,151,5,left_middle,data/images/KAI_p151_05.png,熱,,楷書,,水退池上熱,X,752,O
757,寒燈竹屋閒_1,152,1,right_top,data/images/KAI_p152_01.png,寒,,楷書,,寒燈竹屋閒,X,757,O
758,寒燈竹屋閒_2,152,2,right_middle,data/images/KAI_p152_02.png,燈,,楷書,,寒燈竹屋閒,X,757,O
759,寒燈竹屋閒_3,152,3,right_bottom,data/images/KAI_p152_03.png,竹,,楷書,,寒燈竹屋閒,X,757,O
760,寒燈竹屋閒_4,152,4,left_top,data/images/KAI_p152_04.png,屋,,楷書,,寒燈竹屋閒,X,757,O
761,寒燈竹屋閒_5,152,5,left_middle,data/images/KAI_p152_05.png,閒,,楷書,間,寒燈竹屋閒,X,757,O
762,珠汗洽玉体_1,153,1,right_top,data/images/KAI_p153_01.png,珠,,楷書,,珠汗洽玉体,X,762,O
763,珠汗洽玉体_2,153,2,right_middle,data/images/KAI_p153_02.png,汗,,楷書,,珠汗洽玉体,X,762,O
764,珠汗洽玉体_3,153,3,right_bottom,data/images/KAI_p153_03.png,洽,,楷書,,珠汗洽玉体,X,762,O
765,珠汗洽玉体_4,153,4,left_top,data/images/KAI_p153_04.png,玉,,楷書,,珠汗洽玉体,X,762,O
766,珠汗洽玉体_5,153,5,left_middle,data/images/KAI_p153_05.png,体,,楷書,,珠汗洽玉体,X,762,O
767,美景恣観賞_1,154,1,right_top,data/images/KAI_p154_01.png,美,,楷書,,美景恣観賞,X,767,O
768,美景恣観賞_2,154,2,right_middle,data/images/KAI_p154_02.png,景,,楷書,,美景恣観賞,X,767,O
769,美景恣観賞_3,154,3,right_bottom,data/images/KAI_p154_03.png,恣,,楷書,,美景恣観賞,X,767,O
770,美景恣観賞_4,154,4,left_top,data/images/KAI_p154_04.png,観,,楷書,,美景恣観賞,X,767,O
771,美景恣観賞_5,154,5,left_middle,data/images/KAI_p154_05.png,賞,,楷書,,美景恣観賞,X,767,O
772,忘機無物我_1,155,1,right_top,data/images/KAI_p155_01.png,忘,,楷書,,忘機無物我,O,737,X
773,忘機無物我_2,155,2,right_middle,data/images/KAI_p155_02.png,機,,楷書,,忘機無物我,O,737,X
774,忘機無物我_3,155,3,right_bottom,data/images/KAI_p155_03.png,無,,楷書,,忘機無物我,O,737,X
775,忘機無物我_4,155,4,left_top,data/images/KAI_p155_04.png,物,,楷書,,忘機無物我,O,737,X
776,忘機無物我_5,155,5,left_middle,data/images/KAI_p155_05.png,我,,楷書,,忘機無物我,O,737,X
777,花開酒国春_1,156,1,right_top,data/images/KAI_p156_01.png,花,,楷書,,花開酒国春,X,777,O
778,花開酒国春_2,156,2,right_middle,data/images/KAI_p156_02.png,開,,楷書,,花開酒国春,X,777,O
779,花開酒国春_3,156,3,right_bottom,data/images/KAI_p156_03.png,酒,,楷書,,花開酒国春,X,777,O
780,花開酒国春_4,156,4,left_top,data/images/KAI_p156_04.png,国,,楷書,,花開酒国春,X,777,O
781,花開酒国春_5,156,5,left_middle,data/images/KAI_p156_05.png,春,,楷書,,花開酒国春,X,777,O
782,南山祝寿長_1,157,1,right_top,data/images/KAI_p157_01.png,南,,楷書,,南山祝寿長,X,782,O
783,南山祝寿長_2,157,2,right_middle,data/images/KAI_p157_02.png,山,,楷書,,南山祝寿長,X,782,O
784,南山祝寿長_3,157,3,right_bottom,data/images/KAI_p157_03.png,祝,,楷書,,南山祝寿長,X,782,O
785,南山祝寿長_4,157,4,left_top,data/images/KAI_p157_04.png,寿,,楷書,,南山祝寿長,X,782,O
786,南山祝寿長_5,157,5,left_middle,data/images/KAI_p157_05.png,長,,楷書,,南山祝寿長,X,782,O
787,静者心自妙_1,158,1,right_top,data/images/KAI_p158_01.png,静,,楷書,,静者心自妙,O,407,X
788,静者心自妙_2,158,2,right_middle,data/images/KAI_p158_02.png,者,,楷書,,静者心自妙,O,407,X
789,静者心自妙_3,158,3,right_bottom,data/images/KAI_p158_03.png,心,,楷書,,静者心自妙,O,407,X
790,静者心自妙_4,158,4,left_top,data/images/KAI_p158_04.png,自,,楷書,,静者心自妙,O,407,X
791,静者心自妙_5,158,5,left_middle,data/images/KAI_p158_05.png,妙,,楷書,,静者心自妙,O,407,X
792,昇平多楽事_1,159,1,right_top,data/images/KAI_p159_01.png,昇,,楷書,,昇平多楽事,O,162,X
793,昇平多楽事_2,159,2,right_middle,data/images/KAI_p159_02.png,平,,楷書,,昇平多楽事,O,162,X
794,昇平多楽事_3,159,3,right_bottom,data/images/KAI_p159_03.png,多,,楷書,,昇平多楽事,O,162,X
795,昇平多楽事_4,159,4,left_top,data/images/KAI_p159_04.png,楽,,楷書,,昇平多楽事,O,162,X
796,昇平多楽事_5,159,5,left_middle,data/images/KAI_p159_05.png,事,,楷書,,昇平多楽事,O,162,X
797,太和呈景運_1,160,1,right_top,data/images/KAI_p160_01.png,太,,楷書,,太和呈景運,O,107,X
798,太和呈景運_2,160,2,right_middle,data/images/KAI_p160_02.png,和,,楷書,,太和呈景運,O,107,X
799,太和呈景運_3,160,3,right_bottom,data/images/KAI_p160_03.png,呈,,楷書,,太和呈景運,O,107,X
800,太和呈景運_4,160,4,left_top,data/images/KAI_p160_04.png,景,,楷書,,太和呈景運,O,107,X
801,太和呈景運_5,160,5,left_middle,data/images/KAI_p160_05.png,運,,楷書,,太和呈景運,O,107,X
802,非徳莫如勤_1,161,1,right_top,data/images/KAI_p161_01.png,非,,楷書,,非徳莫如勤,X,802,O
803,非徳莫如勤_2,161,2,right_middle,data/images/KAI_p161_02.png,徳,,楷書,,非徳莫如勤,X,802,O
804,非徳莫如勤_3,161,3,right_bottom,data/images/KAI_p161_03.png,莫,,楷書,,非徳莫如勤,X,802,O
805,非徳莫如勤_4,161,4,left_top,data/images/KAI_p161_04.png,如,,楷書,,非徳莫如勤,X,802,O
806,非徳莫如勤_5,161,5,left_middle,data/images/KAI_p161_05.png,勤,,楷書,,非徳莫如勤,X,802,O
807,新篁動清節_1,162,1,right_top,data/images/KAI_p162_01.png,新,,楷書,,新篁動清節,O,422,X
808,新篁動清節_2,162,2,right_middle,data/images/KAI_p162_02.png,篁,,楷書,,新篁動清節,O,422,X
809,新篁動清節_3,162,3,right_bottom,data/images/KAI_p162_03.png,動,,楷書,,新篁動清節,O,422,X
810,新篁動清節_4,162,4,left_top,data/images/KAI_p162_04.png,清,,楷書,,新篁動清節,O,422,X
811,新篁動清節_5,162,5,left_middle,data/images/KAI_p162_05.png,節,,楷書,,新篁動清節,O,422,X
812,景色開芳菲_1,163,1,right_top,data/images/KAI_p163_01.png,景,,楷書,,景色開芳菲,X,812,O
813,景色開芳菲_2,163,2,right_middle,data/images/KAI_p163_02.png,色,,楷書,,景色開芳菲,X,812,O
814,景色開芳菲_3,163,3,right_bottom,data/images/KAI_p163_03.png,開,,楷書,,景色開芳菲,X,812,O
815,景色開芳菲_4,163,4,left_top,data/images/KAI_p163_04.png,芳,,楷書,,景色開芳菲,X,812,O
816,景色開芳菲_5,163,5,left_middle,data/images/KAI_p163_05.png,菲,,楷書,,景色開芳菲,X,812,O
817,寒燈竹屋間_1,164,1,right_top,data/images/KAI_p164_01.png,寒,,楷書,,寒燈竹屋間,X,817,O
818,寒燈竹屋間_2,164,2,right_middle,data/images/KAI_p164_02.png,燈,,楷書,,寒燈竹屋間,X,817,O
819,寒燈竹屋間_3,164,3,right_bottom,data/images/KAI_p164_03.png,竹,,楷書,,寒燈竹屋間,X,817,O
820,寒燈竹屋間_4,164,4,left_top,data/images/KAI_p164_04.png,屋,,楷書,,寒燈竹屋間,X,817,O
821,寒燈竹屋間_5,164,5,left_middle,data/images/KAI_p164_05.png,間,,楷書,,寒燈竹屋間,X,817,O
822,茶烟永日香_1,165,1,right_top,data/images/KAI_p165_01.png,茶,,楷書,,茶烟永日香,X,822,O
823,茶烟永日香_2,165,2,right_middle,data/images/KAI_p165_02.png,烟,,楷書,煙,茶烟永日香,X,822,O
824,茶烟永日香_3,165,3,right_bottom,data/images/KAI_p165_03.png,永,,楷書,,茶烟永日香,X,822,O
825,茶烟永日香_4,165,4,left_top,data/images/KAI_p165_04.png,日,,楷書,,茶烟永日香,X,822,O
826,茶烟永日香_5,165,5,left_middle,data/images/KAI_p165_05.png,香,,楷書,,茶烟永日香,X,822,O
827,山意向秋多_1,166,1,right_top,data/images/KAI_p166_01.png,山,,楷書,,山意向秋多,O,462,X
828,山意向秋多_2,166,2,right_middle,data/images/KAI_p166_02.png,意,,楷書,,山意向秋多,O,462,X
829,山意向秋多_3,166,3,right_bottom,data/images/KAI_p166_03.png,向,,楷書,,山意向秋多,O,462,X
830,山意向秋多_4,166,4,left_top,data/images/KAI_p166_04.png,秋,,楷書,,山意向秋多,O,462,X
831,山意向秋多_5,166,5,left_middle,data/images/KAI_p166_05.png,多,,楷書,,山意向秋多,O,462,X
832,芳春媚韶景_1,167,1,right_top,data/images/KAI_p167_01.png,芳,,楷書,,芳春媚韶景,X,832,O
833,芳春媚韶景_2,167,2,right_middle,data/images/KAI_p167_02.png,春,,楷書,,芳春媚韶景,X,832,O
834,芳春媚韶景_3,167,3,right_bottom,data/images/KAI_p167_03.png,媚,,楷書,,芳春媚韶景,X,832,O
835,芳春媚韶景_4,167,4,left_top,data/images/KAI_p167_04.png,韶,,楷書,,芳春媚韶景,X,832,O
836,芳春媚韶景_5,167,5,left_middle,data/images/KAI_p167_05.png,景,,楷書,,芳春媚韶景,X,832,O
837,暖日生花氣_1,168,1,right_top,data/images/KAI_p168_01.png,暖,,楷書,,暖日生花氣,X,837,O
838,暖日生花氣_2,168,2,right_middle,data/images/KAI_p168_02.png,日,,楷書,,暖日生花氣,X,837,O
839,暖日生花氣_3,168,3,right_bottom,data/images/KAI_p168_03.png,生,,楷書,,暖日生花氣,X,837,O
840,暖日生花氣_4,168,4,left_top,data/images/KAI_p168_04.png,花,,楷書,,暖日生花氣,X,837,O
841,暖日生花氣_5,168,5,left_middle,data/images/KAI_p168_05.png,氣,,楷書,気,暖日生花氣,X,837,O
842,青春迎淑景_1,169,1,right_top,data/images/KAI_p169_01.png,青,,楷書,,青春迎淑景,X,842,O
843,青春迎淑景_2,169,2,right_middle,data/images/KAI_p169_02.png,春,,楷書,,青春迎淑景,X,842,O
844,青春迎淑景_3,169,3,right_bottom,data/images/KAI_p169_03.png,迎,,楷書,,青春迎淑景,X,842,O
845,青春迎淑景_4,169,4,left_top,data/images/KAI_p169_04.png,淑,,楷書,,青春迎淑景,X,842,O
846,青春迎淑景_5,169,5,left_middle,data/images/KAI_p169_05.png,景,,楷書,,青春迎淑景,X,842,O
847,保合播春風_1,170,1,right_top,data/images/KAI_p170_01.png,保,,楷書,,保合播春風,O,22,X
848,保合播春風_2,170,2,right_middle,data/images/KAI_p170_02.png,合,,楷書,,保合播春風,O,22,X
849,保合播春風_3,170,3,right_bottom,data/images/KAI_p170_03.png,播,,楷書,,保合播春風,O,22,X
850,保合播春風_4,170,4,left_top,data/images/KAI_p170_04.png,春,,楷書,,保合播春風,O,22,X
851,保合播春風_5,170,5,left_middle,data/images/KAI_p170_05.png,風,,楷書,,保合播春風,O,22,X
852,春風秀芳草_1,171,1,right_top,data/images/KAI_p171_01.png,春,,楷書,,春風秀芳草,O,852,O
853,春風秀芳草_2,171,2,right_middle,data/images/KAI_p171_02.png,風,,楷書,,春風秀芳草,O,852,O
854,春風秀芳草_3,171,3,right_bottom,data/images/KAI_p171_03.png,秀,,楷書,,春風秀芳草,O,852,O
855,春風秀芳草_4,171,4,left_top,data/images/KAI_p171_04.png,芳,,楷書,,春風秀芳草,O,852,O
856,春風秀芳草_5,171,5,left_middle,data/images/KAI_p171_05.png,草,,楷書,,春風秀芳草,O,852,O
857,春風秀芳草_1,172,1,right_top,data/images/KAI_p172_01.png,春,,楷書,,春風秀芳草,O,852,X
858,春風秀芳草_2,172,2,right_middle,data/images/KAI_p172_02.png,風,,楷書,,春風秀芳草,O,852,X
859,春風秀芳草_3,172,3,right_bottom,data/images/KAI_p172_03.png,秀,,楷書,,春風秀芳草,O,852,X
860,春風秀芳草_4,172,4,left_top,data/images/KAI_p172_04.png,芳,,楷書,,春風秀芳草,O,852,X
861,春風秀芳草_5,172,5,left_middle,data/images/KAI_p172_05.png,草,,楷書,,春風秀芳草,O,852,X
862,和気作新年_1,173,1,right_top,data/images/KAI_p173_01.png,和,,楷書,,和気作新年,X,862,O
863,和気作新年_2,173,2,right_middle,data/images/KAI_p173_02.png,気,,楷書,,和気作新年,X,862,O
864,和気作新年_3,173,3,right_bottom,data/images/KAI_p173_03.png,作,,楷書,,和気作新年,X,862,O
865,和気作新年_4,173,4,left_top,data/images/KAI_p173_04.png,新,,楷書,,和気作新年,X,862,O
866,和気作新年_5,173,5,left_middle,data/images/KAI_p173_05.png,年,,楷書,,和気作新年,X,862,O
